voltage,current,SOC
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.85071,-0.0,0.6958275862068966
3.67941,5.83393,0.6957689655172414
3.61893,5.8078,0.6957172413793103
3.60156,5.80208,0.6956586206896551
3.59384,5.79963,0.6956034482758621
3.58934,5.79963,0.6955448275862068
3.58676,5.79963,0.6954896551724138
3.58419,5.79963,0.6954379310344827
3.58226,5.79882,0.6953793103448276
3.58097,5.79963,0.6953275862068966
3.57969,5.79963,0.6952689655172414
3.5784,5.79963,0.6952103448275861
3.57647,5.79963,0.6951586206896552
3.57518,5.79963,0.6951068965517242
3.57454,5.79882,0.695048275862069
3.57325,5.79963,0.6949896551724137
3.57261,5.79963,0.6949344827586207
3.57132,5.79882,0.6948793103448276
3.57068,5.79882,0.6948241379310345
3.57004,5.79963,0.6947724137931035
3.56875,5.79882,0.6947103448275862
3.56811,5.79882,0.6946586206896552
3.56746,5.79963,0.6946034482758621
3.56682,5.79882,0.6945482758620689
3.56553,5.79882,0.6944896551724138
3.56489,5.79882,0.6944379310344828
3.56425,5.79963,0.6943793103448276
3.5636,5.79963,0.6943241379310345
3.56296,5.79882,0.6942689655172414
3.56232,5.79963,0.6942137931034482
3.56167,5.79963,0.6941586206896552
3.56103,5.79882,0.6940999999999999
3.56039,5.79963,0.694048275862069
3.55974,5.79963,0.6939896551724138
3.5591,5.79963,0.6939379310344828
3.55846,5.79963,0.6938793103448275
3.55846,5.79882,0.6938275862068966
3.55717,5.79963,0.6937655172413792
3.55717,5.79963,0.6937137931034483
3.55653,5.79882,0.6936620689655173
3.55588,5.79963,0.6936
3.55524,5.79963,0.693548275862069
3.55459,5.79882,0.6934931034482759
3.55395,5.79882,0.6934379310344827
3.55395,5.79963,0.6933827586206897
3.55331,5.79882,0.6933275862068966
3.55266,5.79963,0.6932724137931034
3.55202,5.79963,0.6932172413793103
3.55202,5.79963,0.6931586206896552
3.55138,5.79882,0.693103448275862
3.55073,5.79882,0.693048275862069
3.55073,5.79882,0.6929896551724137
3.55009,5.79963,0.6929379310344828
3.54945,5.79963,0.6928793103448276
3.5488,5.79963,0.6928241379310345
3.5488,5.79882,0.6927724137931035
3.54816,5.79882,0.6927103448275862
3.54752,5.79882,0.6926586206896552
3.54687,5.79963,0.6926034482758621
3.54687,5.79963,0.692544827586207
3.54623,5.79963,0.6924896551724138
3.54559,5.79963,0.6924379310344828
3.54559,5.79882,0.6923793103448276
3.54494,5.79882,0.6923275862068965
3.5443,5.79882,0.6922689655172414
3.5443,5.79963,0.6922137931034482
3.54366,5.79882,0.6921620689655172
3.54366,5.79882,0.6921034482758621
3.54301,5.79963,0.692048275862069
3.54237,5.79882,0.6919931034482758
3.54237,5.79963,0.6919379310344828
3.54173,5.79882,0.6918827586206897
3.54108,5.79963,0.6918206896551724
3.54108,5.79882,0.6917689655172414
3.54044,5.79963,0.6917137931034483
3.54044,5.79963,0.6916620689655173
3.5398,5.79963,0.6916034482758621
3.53915,5.79882,0.691548275862069
3.53915,5.79882,0.6914931034482759
3.53851,5.79963,0.6914379310344827
3.53851,5.79882,0.6913827586206897
3.53787,5.79882,0.6913241379310344
3.53722,5.79963,0.6912724137931034
3.53722,5.79963,0.6912137931034483
3.53658,5.79882,0.6911620689655172
3.53658,5.79882,0.691103448275862
3.53594,5.79963,0.691048275862069
3.53529,5.79882,0.6909896551724137
3.53529,5.79882,0.6909379310344828
3.53465,5.79963,0.6908793103448276
3.53465,5.79963,0.6908275862068965
3.53401,5.79963,0.6907689655172413
3.53401,5.79882,0.6907172413793103
3.53336,5.79882,0.6906586206896552
3.53336,5.79963,0.6906034482758621
3.53272,5.79882,0.6905482758620689
3.53272,5.79882,0.6904931034482759
3.53208,5.79882,0.6904379310344828
3.53208,5.79882,0.6903793103448276
3.53143,5.79882,0.6903275862068965
3.53143,5.79882,0.6902689655172414
3.53143,5.79882,0.6902689655172414
3.69693,-0.0,0.6902689655172414
3.74905,-0.0,0.6902689655172414
3.76513,-0.0,0.6902689655172414
3.77028,-0.0,0.6902689655172414
3.7735,-0.0,0.6902689655172414
3.77543,-0.0,0.6902689655172414
3.77671,-0.0,0.6902689655172414
3.77736,-0.0,0.6902689655172414
3.778,-0.0,0.6902689655172414
3.77865,-0.0,0.6902689655172414
3.77929,-0.0,0.6902689655172414
3.77993,-0.0,0.6902689655172414
3.78058,-0.0,0.6902689655172414
3.78122,-0.0,0.6902689655172414
3.78122,-0.0,0.6902689655172414
3.78186,-0.0,0.6902689655172414
3.78251,-0.0,0.6902689655172414
3.78315,-0.0,0.6902689655172414
3.78315,-0.0,0.6902689655172414
3.78379,-0.0,0.6902689655172414
3.78444,-0.0,0.6902689655172414
