#T,R0,R1,C1,SOC,MeanSquaredError,Run
0,0.0613217437860822,0.0115137280660873,35372.165793067,0.919582325123153,0.000292917032651662,run10_0C.csv
0,0.0797710567180777,0.0360545896640159,8227.11854123663,0.899195270935961,6.32137304666489e-05,run11_0C.csv
0,0.0773917101487672,0.031099438041402,12167.4133484044,0.897007448275862,0.000226844635485066,run12_0C.csv
0,0.0727782822217311,0.0252222923667701,25679.793962945,0.892632965517242,0.00040492080202426,run13_0C.csv
0,0.0639900636872114,0.0241814466133583,43775.0277099804,0.883885635467981,0.00061702403100425,run14_0C.csv
0,0.058935290574022,0.0117073216553403,37939.3238117594,0.869579921182266,0.000259408611404875,run15_0C.csv
0,0.06863762765897,0.0327899954909761,14866.403874017,0.799200472906404,3.05784335255877e-05,run16_0C.csv
0,0.0687786515609083,0.0295773199338429,19534.3845887374,0.797014325123153,0.000122903761831016,run17_0C.csv
0,0.0663395742859129,0.0251882879196869,32745.182784406,0.792626226600985,0.000265639652039955,run18_0C.csv
0,0.0603113283351272,0.0227992332408941,49497.4904072,0.783897477832512,0.000393597120872641,run19_0C.csv
0,0.0815239919861195,0.107214967169097,1100.08120714415,0.999201083743843,0.000232199987827759,run1_0C.csv
0,0.0563884340912901,0.010990712759882,41055.1654603366,0.769540571428572,0.000229458965984597,run20_0C.csv
0,0.0652447922227226,0.029907797683533,18139.4290295565,0.69920242364532,2.45392224289111e-05,run21_0C.csv
0,0.0660607833030596,0.0293517307207953,21531.6024817315,0.697016591133005,0.000119364949642045,run22_0C.csv
0,0.0643763837608625,0.0248169448875962,34347.468616853,0.692643862068965,0.000267841047862249,run23_0C.csv
0,0.0591742217062175,0.0223218995590287,51326.5739350273,0.683896709359606,0.000326881203114614,run24_0C.csv
0,0.0555992108049254,0.0108333267905758,41780.6761432197,0.669635684729065,0.000231304854595231,run25_0C.csv
0,0.0623496480827823,0.0233254554659587,21364.7524795667,0.599198857142858,2.2237249641678e-05,run26_0C.csv
0,0.0631198844357535,0.022506462723202,24194.9802949562,0.597013280788178,7.03351655390898e-05,run27_0C.csv
0,0.0615909228723887,0.0198229169797398,31136.2931189787,0.5926400591133,0.000192900645700454,run28_0C.csv
0,0.0577089110616964,0.017847401509052,44373.0146065187,0.583865655172414,0.000300662322065249,run29_0C.csv
0,0.0866111548366983,0.0612786146027028,2649.27496517414,0.997004807881774,0.000595930791694132,run2_0C.csv
0,0.0549701999884222,0.0101779312656292,36947.7701667499,0.569477950738916,0.000319525584440051,run30_0C.csv
0,0.0624748532898555,0.0197601755275608,22435.7521088806,0.499200768472906,1.87535318491728e-05,run31_0C.csv
0,0.0619295085016013,0.0198904342404072,21051.4759790124,0.497014305418719,8.81100504676588e-05,run32_0C.csv
0,0.06153485878028,0.018080318106659,29624.469961261,0.492640137931035,0.000165763235166862,run33_0C.csv
0,0.0579715486792312,0.0167319310226744,40762.7567799062,0.483864689655173,0.000276269506843658,run34_0C.csv
0,0.0544839701824831,0.014783383286553,40301.2657887537,0.471543852087114,0.000405936172900818,run35_0C.csv
0,0.0657468452103235,0.0204471902616007,17101.4405781391,0.399197891625616,2.49641656897301e-05,run36_0C.csv
0,0.0653513659380911,0.0201770562531408,17747.5582491205,0.397012492610837,9.00646527484531e-05,run37_0C.csv
0,0.0637369530621748,0.0187048589493433,22936.0200450048,0.392641931034483,0.000237855937711525,run38_0C.csv
0,0.0601973280712408,0.0169765225578949,34805.4560787241,0.383867940886699,0.000330146051395672,run39_0C.csv
0,0.0831967548783855,0.03378731447909,8545.95185985194,0.992629596059114,0.00113048972579805,run3_0C.csv
0,0.0523411934117108,0.0124717605591262,6954.42910132963,0.377149850074962,0.000590786345770901,run40_0C.csv
0,0.0672256617390618,0.0347381896780409,4729.55305371149,0.299197497536946,4.82990874802539e-05,run41_0C.csv
0,0.067681484568957,0.0315012634282965,6125.47445537486,0.29701278817734,0.00016072692301622,run42_0C.csv
0,0.066641764927546,0.0263944758973862,9664.41889055697,0.292637320197044,0.0003955037469147,run43_0C.csv
0,0.0627263397187514,0.0228874377023802,13864.6657533221,0.28395442364532,0.000825475995234778,run44_0C.csv
0,0.0490623097744758,0.0278314095752469,1291.60087079523,0.278936094939543,9.97067055347341e-05,run45_0C.csv
0,0.0678055556563149,0.0590922553989986,2324.6575493272,0.249200374384236,5.46316140446231e-05,run46_0C.csv
0,0.0658470837466108,0.0558393706867642,2734.22957952305,0.247015802955665,0.000222862950693605,run47_0C.csv
0,0.0651573673047884,0.0486970313887478,3866.53063390164,0.24264124137931,0.000645508196092244,run48_0C.csv
0,0.0592612499706842,0.0189829704296501,952.236885435627,0.239419045709703,0.000675556805972881,run49_0C.csv
0,0.0729435430840519,0.0236263411184378,27857.6192023938,0.983880236453201,0.00167504946414606,run4_0C.csv
0,0.0712974594232477,0.128993650822049,1653.33097146388,0.199198502463054,8.23033275827166e-05,run50_0C.csv
0,0.070243623275892,0.117542358437323,2095.23659171447,0.197012965517241,0.000356934328951959,run51_0C.csv
0,0.0768416547780082,0.0643819266109656,1346.89134540331,0.193761062169645,0.00269383908867808,run52_0C.csv
0,0.0839001293141705,0.313795659797214,1726.95540396434,0.149195093596059,0.000138973520550076,run53_0C.csv
0,0.0656503287670557,0.0111761077910937,31852.381538035,0.96957651231527,0.00039264306637289,run5_0C.csv
0,0.0746935073964585,0.057213518933156,1984.79632584467,0.949202305418719,9.24295146938757e-05,run6_0C.csv
0,0.0810860720416682,0.0370972898368794,5649.75719279781,0.947016532019704,0.000303204125396827,run7_0C.csv
0,0.0761841936162552,0.0254358647656212,15132.683919689,0.94264321182266,0.000742674310609473,run8_0C.csv
0,0.0673548186577172,0.0228237725041951,37148.1262676941,0.933890896551724,0.000943366444102683,run9_0C.csv
10,0.0450878276072212,0.00910772127774255,44998.2137293275,0.919567487684729,0.000120650193153576,run10_10C.csv
10,0.0495032185188404,0.0225787480096907,23510.6412158023,0.899186876847291,1.15679877920525e-05,run11_10C.csv
10,0.0492590438464598,0.0223650718749382,27641.9020033531,0.896998679802956,5.1581325960639e-05,run12_10C.csv
10,0.0488189359904799,0.0226957718489294,47313.6592939235,0.892608137931035,0.000101468674901335,run13_10C.csv
10,0.0455864753292176,0.0229858615143305,65299.5684467187,0.883822955665025,0.00014703191452953,run14_10C.csv
10,0.0430588347064691,0.00962089657174765,47748.14732707,0.86947239408867,0.000107003863238914,run15_10C.csv
10,0.042001218174262,0.0234019360441543,25971.6773701434,0.799189990147783,7.26164621930063e-06,run16_10C.csv
10,0.0442991551937357,0.0239826160677379,32016.8552030659,0.797000709359606,2.79031295614942e-05,run17_10C.csv
10,0.0436086538121089,0.0215926747907001,42554.0722999683,0.792610738916256,0.000148213598041348,run18_10C.csv
10,0.0427471906923407,0.0219874981039484,69484.2594616302,0.783826068965517,9.48467138796172e-05,run19_10C.csv
10,0.0680866576359875,0.0351532724322045,5226.21004348574,0.999203605911329,6.67858074587031e-05,run1_10C.csv
10,0.0407705037665289,0.00925592730452641,46065.8706702319,0.769518325123153,0.000169506455921329,run20_10C.csv
10,0.0422882866600153,0.0254511020209359,26796.217965426,0.699197261083744,7.53675383534093e-06,run21_10C.csv
10,0.0428926838457995,0.0247630471582295,31881.3159814347,0.69701048275862,3.30815486114521e-05,run22_10C.csv
10,0.0430617398977272,0.0231609382970176,47299.420936625,0.692634995073892,0.000103482143501534,run23_10C.csv
10,0.0420279946788746,0.0221684906186232,70459.9216514967,0.68385763546798,7.92939710493958e-05,run24_10C.csv
10,0.04030948147208,0.00936519785687944,47696.6260269181,0.669482108374384,0.000153949567980586,run25_10C.csv
10,0.0404325246890722,0.0205161571422781,35948.4755558045,0.599198916256158,5.62912583028565e-06,run26_10C.csv
10,0.0417416088970712,0.0206725053147693,40295.6010491209,0.59701160591133,2.1432637793277e-05,run27_10C.csv
10,0.041593099983592,0.0184243568766784,49258.1385009769,0.592639290640394,8.03705719662327e-05,run28_10C.csv
10,0.0411267076556979,0.0172195667438885,70498.1020077618,0.583895586206896,4.82668216417589e-05,run29_10C.csv
10,0.0674941145816796,0.0248971003835563,12691.1095357994,0.997009438423646,0.000170889473903448,run2_10C.csv
10,0.0355117256746947,0.00962461252221198,32.9265500535124,0.569593379310345,0.00250349401752843,run30_10C.csv
10,0.039510104584153,0.0156545214436996,42419.8901524492,0.499200571428572,4.97848461658781e-06,run31_10C.csv
10,0.0399203581287876,0.0156008820843938,41135.0725900325,0.496991783251231,2.13824098831721e-05,run32_10C.csv
10,0.0410765501847276,0.0154560659052124,52636.1017965653,0.492614147783251,3.48015825877743e-05,run33_10C.csv
10,0.0408822921913736,0.0151204671052984,63257.1091190543,0.483839310344828,3.57203616622334e-05,run34_10C.csv
10,0.0397601483205231,0.00874283448334927,39285.5832999153,0.469465714285715,0.000250541612987241,run35_10C.csv
10,0.0411020244294916,0.0159785845429389,42909.9997985486,0.399197300492611,5.88522556357084e-06,run36_10C.csv
10,0.0415714159313874,0.0155267597193274,42718.0193849478,0.397003901477832,1.91389553872651e-05,run37_10C.csv
10,0.0415574895857694,0.0151934643558326,42100.1432822576,0.392611172413793,7.66518937013306e-05,run38_10C.csv
10,0.0420685769864041,0.0155965955395004,58465.7082302096,0.383829950738916,5.33924050787583e-05,run39_10C.csv
10,0.0602100769973559,0.0200451868782697,23474.0618012657,0.992617497536947,0.000422273341420687,run3_10C.csv
10,0.0411981586686299,0.00927679190109785,39062.7242368694,0.369448,0.000321698335513597,run40_10C.csv
10,0.0449377688375399,0.0162217033276749,36138.4778056972,0.299201201970444,7.84687802835129e-06,run41_10C.csv
10,0.0455493907534457,0.016360307595537,35245.6552801882,0.297001674876847,2.86804717000251e-05,run42_10C.csv
10,0.0452299365783959,0.0161881141287274,32854.2235326929,0.292615133004926,0.00012362235423426,run43_10C.csv
10,0.0455990469098744,0.015721959956782,44617.0689064922,0.283866502463054,0.000120150018802931,run44_10C.csv
10,0.0443661087745186,0.0154608468812961,37624.2830186109,0.269868743698326,0.000344950811508616,run45_10C.csv
