#T,R0,R1,C1,SOC,MeanSquaredError,Run
10,0.0498948552805991,0.0184455743271694,24510.0050316744,0.249200689655172,1.39403204034088e-05,run46_10C.csv
10,0.0499508855859966,0.0188758555576191,20917.7343167409,0.247006049261083,6.08144445093212e-05,run47_10C.csv
10,0.0497091966242209,0.0190393136450838,19937.1427384465,0.242610857142857,0.000214486597638238,run48_10C.csv
10,0.0486772346858311,0.0188273681627084,20588.6373433264,0.233865517241379,0.000591373602373013,run49_10C.csv
10,0.0533027224005313,0.019171749817908,50969.7197020496,0.98383763546798,0.000469849418671054,run4_10C.csv
10,0.0429888359841154,0.0149998454451017,4426.89465087969,0.227314242878561,0.000495598785683647,run50_10C.csv
10,0.0551585341131591,0.0324860625839865,6617.97401256743,0.19920360591133,3.31343326096127e-05,run51_10C.csv
10,0.0543965318600173,0.0359267215794225,5742.02256329766,0.196997911330049,0.000145804045543659,run52_10C.csv
10,0.0539771089844563,0.0363769717340964,6152.72352546762,0.192618916256158,0.000368389738762899,run53_10C.csv
10,0.0547672354054592,0.0188836724307096,3175.10484666246,0.187861847516609,0.00124781798988546,run54_10C.csv
10,0.054962481365971,0.102694934078175,2020.25031790207,0.149200866995074,5.78243432701799e-05,run55_10C.csv
10,0.0548605198165192,0.106042584190147,2341.17133532761,0.14699284729064,0.000218551566336358,run56_10C.csv
10,0.0649808680731272,0.0631417747428055,1597.88626616245,0.143553002170244,0.00328400574171876,run57_10C.csv
10,0.0634632047089641,0.269014604027625,1844.07879202395,0.0992042167487684,9.07440760056724e-05,run58_10C.csv
10,0.0484163059892777,0.00866610859780048,43183.1422897572,0.969460256157636,0.000133070984315956,run5_10C.csv
10,0.0572054086038236,0.0209264137726985,18592.4553332216,0.94920078817734,1.82886873020923e-05,run6_10C.csv
10,0.0560350601169828,0.0198721531618141,22578.266951607,0.946996197044335,7.0157161622305e-05,run7_10C.csv
10,0.0527702265007817,0.0185281995495701,33672.3277799869,0.942616768472906,0.000260927412693287,run8_10C.csv
10,0.0486309882971304,0.0201191894778535,61525.1243623597,0.933872078817734,0.000244838184551718,run9_10C.csv
25,0.0311269032879879,0.00704385160256169,49841.2040021709,0.919462108374384,8.47451297414279e-05,run10_25C.csv
25,0.0303399035147109,0.0151500994812081,39861.8024622542,0.899197379310345,2.78631371738141e-06,run11_25C.csv
25,0.0307174355985648,0.0156632914421418,40686.9933572715,0.897001871921183,1.24929456800438e-05,run12_25C.csv
25,0.0305397077183007,0.0152791345562008,47434.7816889373,0.892626896551724,6.32339939504188e-05,run13_25C.csv
25,0.0310975025152574,0.0161100416695316,77582.5598730207,0.883790108374384,2.81124214497661e-05,run14_25C.csv
25,0.0301966524463195,0.00772383088380691,52369.1243238331,0.869467487684729,7.9020724431938e-05,run15_25C.csv
25,0.0292638723957202,0.0175547367316061,39195.9219163768,0.799203684729064,2.42398522756153e-06,run16_25C.csv
25,0.0293979220171202,0.0174906341203299,40471.3769203801,0.797010009852217,1.15750585789796e-05,run17_25C.csv
25,0.0297817558096822,0.0168006472663209,52910.4036277956,0.792615704433497,4.57965213676562e-05,run18_25C.csv
25,0.029882483872716,0.0156334198740569,76579.2832948247,0.783869024630542,5.1963660354406e-05,run19_25C.csv
25,0.0369630647539937,0.0175078166025352,44180.9364117019,0.999203960591132,4.95956769126031e-06,run1_25C.csv
25,0.0294154345315458,0.00747203665955657,57192.354217724,0.769464157635468,6.9553199707595e-05,run20_25C.csv
25,0.0286715902429454,0.0176515276797172,38253.4003629548,0.69920242364532,2.56526528411218e-06,run21_25C.csv
25,0.0290775127572488,0.01836333593501,40997.6950127111,0.697009103448276,1.41419546918919e-05,run22_25C.csv
25,0.0293460328880744,0.0171602912221926,52179.0699444856,0.692617990147783,5.68524363085389e-05,run23_25C.csv
25,0.0297341217374004,0.016254541843923,78803.7031917132,0.68386845320197,5.02396626132205e-05,run24_25C.csv
25,0.029260627516505,0.00765024858251385,58967.5019017826,0.669453024630541,6.71826032107381e-05,run25_25C.csv
25,0.0288834279904203,0.0199121050947455,42762.0946176966,0.599197733990148,2.28137244052405e-06,run26_25C.csv
25,0.0292454679257572,0.0195084840492316,45962.6045206333,0.597012453201971,1.11533754102892e-05,run27_25C.csv
25,0.0293869761306865,0.0171768449404229,56826.5561822213,0.59263887684729,4.41097461956999e-05,run28_25C.csv
25,0.0296871001128036,0.0157522669278787,87821.5950086542,0.583893497536945,1.93155516129452e-05,run29_25C.csv
25,0.0364146139676704,0.0161186910743046,44056.6362798058,0.997009832512316,2.02074005419208e-05,run2_25C.csv
25,0.028934086684023,0.00676334025337031,57246.1375336072,0.569540906403941,8.05376345795571e-05,run30_25C.csv
25,0.02776944033225,0.011991480930517,59560.4603893156,0.499197773399015,1.82642043746442e-06,run31_25C.csv
25,0.0280102958734796,0.0121829430145063,55160.6455088479,0.4970040591133,1.03058132822358e-05,run32_25C.csv
25,0.027925618851419,0.0114538242035236,53045.5840247211,0.492615113300493,4.51995412315059e-05,run33_25C.csv
25,0.0287729262828089,0.0109863577543511,69963.3488291327,0.483869339901478,5.418671199342e-05,run34_25C.csv
25,0.0288047901719219,0.00660622583308921,46544.3218765853,0.469575389162562,0.000117188445764468,run35_25C.csv
25,0.0283105615114227,0.0118703460744722,60724.3505128585,0.399195546798029,1.71318171987965e-06,run36_25C.csv
25,0.0284336482889841,0.0118917180985248,57077.8996517908,0.397008886699507,8.97858634812704e-06,run37_25C.csv
25,0.0284377437534052,0.0117702294925183,53102.9775087401,0.392634581280788,4.46841382996523e-05,run38_25C.csv
25,0.0294771298523745,0.0120696255470526,71355.2522598077,0.383882640394088,3.39759076142435e-05,run39_25C.csv
25,0.0355677736909285,0.0150142134983744,48683.8369127813,0.992618857142858,7.07672995577697e-05,run3_25C.csv
25,0.029513720273584,0.00708786635981514,47418.9876756123,0.36953318226601,0.000129751474807855,run40_25C.csv
25,0.029442193165905,0.0128761464057289,57915.9784920281,0.299201911330049,2.22365038737585e-06,run41_25C.csv
25,0.0296049120541251,0.0129278515228271,53415.6371064746,0.297008216748768,1.3562620163079e-05,run42_25C.csv
25,0.029770841688401,0.0127803505213368,52189.3444445581,0.292616275862069,5.18028417478034e-05,run43_25C.csv
25,0.0307975654409112,0.0130612162642347,66882.865479642,0.283866246305418,4.31471320520515e-05,run44_25C.csv
25,0.0310986128208247,0.00781083993394328,47018.5645995362,0.269569004926108,0.000179687300003298,run45_25C.csv
25,0.0306689761522743,0.0135560069512359,54737.5061485843,0.249204197044335,2.55973487895242e-06,run46_25C.csv
25,0.0310296416446484,0.0133690225811671,51677.0409486191,0.24700924137931,1.27819658126176e-05,run47_25C.csv
25,0.0314348702334441,0.0133236125933731,50596.8985243701,0.24261639408867,4.74902332879222e-05,run48_25C.csv
25,0.0328333741339704,0.0134483488856419,66544.3963092063,0.23386918226601,1.97940337799915e-05,run49_25C.csv
25,0.0346268621026503,0.0147009852274319,68434.4005266592,0.983872532019704,0.000118468550252628,run4_25C.csv
25,0.0332852769836057,0.00825538388105472,43198.7490158309,0.219451743842364,0.0002882143646772,run50_25C.csv
25,0.0334639701884974,0.0143196902838255,46078.5615979737,0.199197261083744,3.9603554721192e-06,run51_25C.csv
25,0.0338730351797708,0.0143740707201939,42187.9160472728,0.197004,1.95098171087096e-05,run52_25C.csv
25,0.0344853856879817,0.0143196845939769,37659.1565117587,0.192612807881773,9.02047155719925e-05,run53_25C.csv
25,0.0365446021639989,0.0134895488046274,45381.2527773516,0.183869694581281,8.1177413943802e-05,run54_25C.csv
25,0.0381511713003775,0.0102137166558585,28984.7238605157,0.169510935960591,0.00112001998115802,run55_25C.csv
25,0.0395302911880323,0.0168719940886708,27683.8768942144,0.149199054187192,8.93464154653374e-06,run56_25C.csv
25,0.0409299964260438,0.0174584593904147,22324.3750889441,0.146989596059113,3.63316235948767e-05,run57_25C.csv
25,0.0406048625980451,0.0201479727217394,14135.0430276955,0.1426080591133,0.000233524421899077,run58_25C.csv
25,0.0408042777555842,0.0246973641799102,10603.1863760415,0.133857379310345,0.000907079625108466,run59_25C.csv
25,0.0330288702755928,0.00698999638397982,49745.2665718229,0.969448906403941,7.52434550711023e-05,run5_25C.csv
25,0.0328751184077724,0.0211010963660751,1898.29557238099,0.128260199418363,0.000193881662666344,run60_25C.csv
25,0.047557905209468,0.0404098393439297,5844.14897857401,0.0991972610837438,3.18820880248448e-05,run61_25C.csv
25,0.0461758829076606,0.0498968876310493,4345.73634958119,0.0970108768472905,0.000131121386575038,run62_25C.csv
25,0.0407148023103663,0.063880783564764,3562.83693236662,0.0926365517241379,0.000676496820466077,run63_25C.csv
25,0.0427497509882633,0.0216489483953403,1334.36749099154,0.0891225287356322,0.000971854805998033,run64_25C.csv
25,0.0467309734343509,0.11352516447723,2244.04098372031,0.0492011428571428,5.75142949249334e-05,run65_25C.csv
25,0.0456718566311809,0.129686358549993,2411.89745731823,0.047007881773399,0.000220489593573673,run66_25C.csv
25,0.0320270889998767,0.013543072915051,40573.6931332144,0.949201753694581,3.24235563819838e-06,run6_25C.csv
25,0.0322796894289963,0.0140084378775397,40715.7322330505,0.94699960591133,1.37812883662869e-05,run7_25C.csv
25,0.0323764905057939,0.0136412796395845,51766.0013920981,0.942615783251231,4.88006082250328e-05,run8_25C.csv
25,0.0323820803548086,0.0140801931001783,79001.1418914548,0.93384315270936,3.28499042867682e-05,run9_25C.csv
