voltage,current,SOC
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.73425,-0.0,0.5999965517241379
3.67297,1.39152,0.5999827586206896
3.65046,1.4348,0.5999689655172413
3.64274,1.44542,0.599955172413793
3.63888,1.44868,0.5999413793103449
3.63695,1.4495,0.5999275862068966
3.6363,1.4495,0.5999137931034483
3.63502,1.4495,0.5999
3.63502,1.45032,0.5998862068965517
3.63373,1.4495,0.5998724137931035
3.63373,1.4495,0.5998586206896552
3.63309,1.4495,0.5998448275862069
3.63309,1.4495,0.5998310344827587
3.63244,1.45032,0.5998172413793104
3.63244,1.4495,0.5998034482758621
3.6318,1.4495,0.5997896551724138
3.6318,1.45032,0.5997724137931034
3.63116,1.45032,0.5997620689655172
3.63051,1.4495,0.5997482758620689
3.63051,1.45032,0.5997344827586206
3.63051,1.45032,0.5997172413793104
3.62987,1.45032,0.5997034482758621
3.62987,1.45032,0.5996896551724138
3.62923,1.45032,0.5996793103448276
3.62923,1.4495,0.5996620689655172
3.62858,1.4495,0.5996482758620689
3.62858,1.4495,0.5996344827586206
3.62858,1.45032,0.5996206896551723
3.62794,1.4495,0.5996068965517241
3.62794,1.4495,0.5995931034482758
3.6273,1.45032,0.5995793103448276
3.6273,1.4495,0.5995655172413793
3.6273,1.4495,0.599551724137931
3.62665,1.45032,0.5995379310344827
3.62665,1.45032,0.5995241379310344
3.62665,1.45032,0.5995103448275863
3.62665,1.4495,0.599496551724138
3.62601,1.4495,0.5994827586206897
3.62601,1.4495,0.5994689655172414
3.62537,1.4495,0.5994551724137931
3.62537,1.4495,0.5994413793103448
3.62537,1.45032,0.5994275862068965
3.62537,1.4495,0.5994137931034482
3.62472,1.45032,0.5993999999999999
3.62472,1.4495,0.5993862068965516
3.62472,1.4495,0.5993724137931034
3.62408,1.4495,0.5993586206896552
3.62408,1.4495,0.5993448275862069
3.62408,1.45032,0.5993310344827586
3.62344,1.45032,0.5993172413793103
3.62344,1.4495,0.599303448275862
3.62344,1.45032,0.5992896551724137
3.62279,1.45032,0.5992724137931034
3.62279,1.4495,0.5992620689655173
3.62279,1.4495,0.599248275862069
3.62279,1.4495,0.5992310344827585
3.62215,1.4495,0.5992172413793104
3.62215,1.4495,0.5992034482758621
3.62215,1.45032,0.5991931034482758
3.6215,1.45032,0.5991758620689656
3.6215,1.45032,0.5991620689655173
3.6215,1.4495,0.599148275862069
3.6215,1.45032,0.5991344827586207
3.62086,1.45032,0.5991206896551724
3.62086,1.45032,0.5991068965517241
3.62086,1.45032,0.5990931034482758
3.62086,1.45032,0.5990793103448275
3.62022,1.4495,0.5990655172413794
3.62022,1.4495,0.5990517241379311
3.62022,1.4495,0.5990379310344828
3.62022,1.4495,0.5990241379310345
3.61957,1.4495,0.5990103448275862
3.61957,1.4495,0.5989965517241379
3.61957,1.4495,0.5989827586206897
3.61957,1.45032,0.5989689655172414
3.61893,1.4495,0.5989551724137931
3.61893,1.45032,0.5989413793103449
3.61893,1.45032,0.5989275862068966
3.61893,1.4495,0.5989137931034483
3.61829,1.4495,0.5989
3.61829,1.4495,0.5988862068965517
3.61829,1.45032,0.5988724137931034
3.61829,1.4495,0.5988586206896551
3.61764,1.45032,0.5988448275862068
3.61764,1.4495,0.5988310344827587
3.61764,1.4495,0.5988172413793104
3.617,1.4495,0.5988034482758621
3.617,1.4495,0.5987896551724138
3.617,1.45032,0.5987758620689655
3.617,1.4495,0.5987620689655173
3.617,1.45032,0.5987448275862068
3.61636,1.45032,0.5987344827586207
3.61636,1.45032,0.5987172413793103
3.61636,1.45032,0.5987034482758621
3.61636,1.45032,0.5986931034482759
3.61571,1.45032,0.5986793103448276
3.61571,1.45032,0.5986655172413793
3.61571,1.4495,0.5986482758620689
3.61571,1.45032,0.5986379310344827
3.61571,1.45032,0.5986206896551725
3.61507,1.45032,0.5986068965517242
3.61507,1.45032,0.5986068965517242
3.65769,-0.0,0.5986068965517242
3.69243,-0.0,0.5986068965517242
3.70401,-0.0,0.5986068965517242
3.70916,-0.0,0.5986068965517242
3.71109,-0.0,0.5986068965517242
3.71238,-0.0,0.5986068965517242
3.71302,-0.0,0.5986068965517242
3.71366,-0.0,0.5986068965517242
3.71431,-0.0,0.5986068965517242
3.71431,-0.0,0.5986068965517242
3.71431,-0.0,0.5986068965517242
3.71495,-0.0,0.5986068965517242
3.71495,-0.0,0.5986068965517242
3.71495,-0.0,0.5986068965517242
3.71559,-0.0,0.5986068965517242
3.71559,-0.0,0.5986068965517242
3.71559,-0.0,0.5986068965517242
3.71559,-0.0,0.5986068965517242
